수험번호,과목코드,총점,만점,정답수,오답번호
251284.0,2.0,81,100,37/45,"4, 5, 6, 7, 12, 17, 34, 40"
251285.0,2.0,91,100,41/45,"6, 8, 16, 28"
251286.0,1.0,72,100,32/45,"4, 10, 11, 15, 16, 17, 21, 23, 24, 27, 29, 39, 42"
251294.0,2.0,75,100,34/45,"6, 11, 12, 15, 17, 25, 27, 29, 35, 36, 40"
251297.0,1.0,77,100,35/45,"6, 12, 15, 16, 19, 27, 29, 34, 38, 45"
251305.0,1.0,75,100,34/45,"7, 11, 12, 15, 17, 22, 27, 31, 32, 33, 34"
251308.0,2.0,88,100,40/45,"12, 16, 17, 22, 42"
251309.0,1.0,56,100,26/45,"3, 11, 12, 16, 18, 19, 20, 21, 24, 25, 27, 31, 32, 33, 34, 36, 40, 42, 44"
251311.0,1.0,72,100,33/45,"4, 5, 7, 8, 12, 17, 22, 27, 29, 36, 42, 45"
251312.0,1.0,64,100,29/45,"4, 6, 8, 10, 11, 12, 14, 16, 17, 22, 23, 24, 25, 26, 27, 37"
251315.0,2.0,94,100,42/45,"4, 15, 16"
251320.0,2.0,79,100,36/45,"7, 8, 15, 16, 17, 22, 27, 30, 35"
251322.0,2.0,83,100,38/45,"8, 11, 12, 16, 25, 35, 39"
251323.0,1.0,91,100,41/45,"11, 12, 15, 32"
251324.0,1.0,68,100,31/45,"1, 8, 10, 11, 12, 13, 14, 15, 16, 17, 28, 29, 41, 45"
251326.0,2.0,84,100,38/45,"15, 17, 24, 27, 29, 32, 38"
251328.0,1.0,85,100,38/45,"16, 25, 26, 27, 28, 29, 44"
251335.0,1.0,83,100,38/45,"3, 4, 15, 16, 17, 23, 45"
251341.0,1.0,49,100,23/45,"2, 4, 8, 12, 14, 15, 16, 17, 21, 22, 24, 25, 27, 28, 31, 32, 34, 35, 37, 42, 44, 45"
251346.0,1.0,86,100,39/45,"12, 15, 16, 23, 24, 40"
251352.0,2.0,89,100,40/45,"4, 8, 11, 24, 28"
251355.0,1.0,53,100,25/45,"2, 3, 4, 5, 10, 12, 15, 16, 17, 21, 22, 24, 25, 26, 28, 29, 30, 43, 44, 45"
251356.0,2.0,87,100,40/45,"17, 24, 30, 33, 34"
251361.0,2.0,65,100,29/45,"4, 6, 7, 10, 12, 14, 16, 17, 22, 24, 27, 35, 36, 37, 38, 39"
251367.0,2.0,95,100,43/45,"24, 34"
251370.0,2.0,66,100,31/45,"3, 8, 11, 12, 14, 16, 20, 25, 27, 35, 36, 38, 39, 43"
251381.0,2.0,86,100,39/45,"8, 15, 17, 24, 39, 40"
251383.0,2.0,88,100,40/45,"6, 7, 8, 16, 17"
251386.0,2.0,82,100,38/45,"2, 4, 6, 12, 17, 21, 38"
251390.0,1.0,73,100,33/45,"6, 8, 10, 11, 12, 18, 19, 20, 21, 27, 29, 36"
251392.0,2.0,90,100,40/45,"7, 14, 16, 31, 32"
251393.0,1.0,91,100,41/45,"15, 16, 27, 40"
251394.0,1.0,84,100,39/45,"8, 12, 15, 17, 22, 45"
251395.0,2.0,93,100,42/45,"5, 15, 38"
251397.0,1.0,87,100,39/45,"2, 6, 17, 27, 36, 42"
251398.0,2.0,90,100,40/45,"15, 16, 27, 35, 36"
251399.0,2.0,87,100,40/45,"12, 20, 21, 25, 27"
251402.0,1.0,69,100,32/45,"4, 6, 8, 11, 12, 16, 17, 21, 23, 27, 28, 36, 40"
251404.0,1.0,88,100,40/45,"8, 12, 15, 16, 37"
251406.0,2.0,87,100,39/45,"2, 4, 13, 17, 27, 35"
251407.0,1.0,89,100,41/45,"17, 21, 25, 36"
251408.0,2.0,84,100,39/45,"3, 8, 17, 28, 36, 38"
251415.0,2.0,81,100,37/45,"10, 11, 12, 15, 16, 17, 25, 26"
251416.0,2.0,93,100,42/45,"29, 34, 39"
251419.0,1.0,60,100,28/45,"4, 7, 8, 12, 14, 16, 17, 19, 21, 27, 28, 29, 33, 34, 35, 39, 40"
251420.0,2.0,96,100,43/45,"2, 37"
251424.0,1.0,89,100,41/45,"8, 12, 17, 44"
251427.0,1.0,83,100,38/45,"12, 14, 15, 16, 17, 29, 40"
251428.0,1.0,80,100,37/45,"6, 8, 14, 16, 17, 32, 40, 45"
251429.0,1.0,74,100,34/45,"4, 8, 12, 15, 16, 17, 21, 27, 28, 29, 36"
251430.0,2.0,81,100,37/45,"6, 11, 12, 16, 17, 32, 38, 39"
251431.0,1.0,69,100,31/45,"3, 4, 6, 7, 8, 11, 15, 16, 17, 20, 27, 37, 39, 44"
251433.0,2.0,76,100,34/45,"4, 6, 7, 12, 15, 17, 22, 27, 29, 39, 42"
251441.0,1.0,80,100,37/45,"3, 14, 15, 16, 17, 24, 25, 40"
251442.0,2.0,76,100,35/45,"12, 15, 17, 23, 25, 28, 34, 39, 40, 42"
251446.0,2.0,91,100,41/45,"3, 11, 24, 39"
251447.0,1.0,79,100,36/45,"4, 6, 8, 21, 22, 25, 27, 28, 44"
251448.0,1.0,84,100,38/45,"11, 16, 24, 25, 29, 36, 45"
251450.0,1.0,88,100,40/45,"3, 17, 24, 32, 37"
251452.0,1.0,87,100,39/45,"15, 16, 24, 25, 26, 27"
251454.0,2.0,80,100,37/45,"3, 4, 8, 12, 15, 16, 17, 22"
251457.0,2.0,98,100,44/45,27
251460.0,1.0,79,100,36/45,"11, 12, 14, 16, 17, 29, 36, 37, 45"
251465.0,2.0,87,100,40/45,"8, 24, 25, 31, 34"
251467.0,2.0,91,100,41/45,"35, 37, 38, 39"
251473.0,2.0,93,100,42/45,"12, 15, 16"
251475.0,2.0,90,100,41/45,"3, 5, 24, 38"
251482.0,2.0,64,100,29/45,"6, 8, 11, 14, 16, 17, 20, 24, 27, 28, 32, 33, 35, 36, 38, 43"
251487.0,1.0,77,100,35/45,"5, 7, 8, 12, 15, 16, 17, 27, 29, 37"
251491.0,2.0,97,100,44/45,38
251500.0,2.0,0,100,0/45,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45"
251501.0,1.0,71,100,32/45,"8, 11, 15, 16, 23, 25, 26, 27, 28, 29, 30, 31, 35"
251504.0,2.0,93,100,42/45,"4, 15, 17"
251505.0,2.0,71,100,33/45,"4, 6, 8, 11, 12, 17, 21, 24, 25, 28, 35, 39"
251509.0,1.0,80,100,36/45,"14, 15, 16, 17, 24, 25, 27, 28, 29"
251512.0,2.0,86,100,39/45,"15, 16, 17, 21, 27, 45"
251514.0,1.0,80,100,36/45,"14, 16, 17, 23, 24, 25, 28, 31, 32"
251517.0,1.0,31,100,15/45,"2, 3, 4, 6, 8, 10, 11, 12, 14, 15, 16, 17, 18, 19, 21, 22, 23, 24, 25, 26, 27, 28, 29, 31, 34, 36, 40, 42, 44, 45"
251521.0,1.0,77,100,36/45,"3, 8, 16, 21, 25, 27, 33, 34, 42"
251523.0,1.0,65,100,30/45,"3, 5, 7, 10, 11, 12, 16, 21, 25, 26, 27, 32, 39, 40, 42"
251524.0,2.0,93,100,42/45,"4, 25, 28"
