수험번호,과목코드,총점,만점,정답수,오답번호
251263,2,77,100,24/30,"13, 14, 18, 22, 28, 30"
251268,1,43,100,15/30,"3, 9, 10, 11, 12, 14, 15, 18, 19, 20, 21, 22, 28, 29, 30"
251269,3,58,100,19/30,"4, 13, 14, 15, 20, 21, 22, 27, 28, 29, 30"
251270,2,62,100,20/30,"12, 14, 15, 20, 21, 22, 24, 27, 29, 30"
251272,3,55,100,18/30,"4, 11, 13, 14, 15, 19, 20, 21, 22, 27, 29, 30"
251274,1,59,100,19/30,"2, 12, 13, 14, 15, 18, 20, 21, 22, 28, 30"
251276,2,80,100,25/30,"14, 21, 22, 29, 30"
251277,2,89,100,27/30,"20, 25, 28"
251282,2,62,100,20/30,"9, 15, 18, 20, 21, 22, 25, 28, 29, 30"
251283,2,56,100,18/30,"11, 12, 19, 20, 21, 22, 25, 26, 27, 28, 29, 30"
251284,2,0,100,0/30,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30"
251285,2,92,100,28/30,"28, 30"
251286,3,62,100,20/30,"5, 10, 12, 15, 20, 21, 22, 27, 29, 30"
251294,1,80,100,25/30,"15, 20, 21, 22, 30"
251297,2,64,100,21/30,"9, 12, 13, 14, 15, 20, 22, 29, 30"
251305,1,80,100,25/30,"14, 15, 21, 22, 30"
251308,2,69,100,22/30,"8, 14, 15, 20, 21, 22, 28, 30"
251309,3,58,100,19/30,"11, 13, 14, 15, 20, 22, 24, 26, 28, 29, 30"
251311,1,59,100,19/30,"5, 11, 13, 14, 15, 18, 22, 24, 28, 29, 30"
251312,2,56,100,18/30,"14, 15, 18, 20, 21, 22, 25, 26, 27, 28, 29, 30"
251315,1,84,100,26/30,"10, 20, 21, 22"
251320,2,69,100,22/30,"4, 9, 12, 14, 20, 21, 22, 28"
251322,2,69,100,22/30,"5, 15, 20, 21, 22, 28, 29, 30"
251323,3,64,100,21/30,"11, 13, 15, 20, 21, 22, 28, 29, 30"
251326,2,85,100,26/30,"21, 25, 28, 30"
251328,1,76,100,24/30,"12, 14, 15, 21, 22, 30"
251335,1,55,100,18/30,"11, 13, 14, 20, 21, 22, 24, 25, 27, 28, 29, 30"
251341,1,42,100,14/30,"4, 5, 9, 10, 11, 12, 15, 17, 18, 20, 21, 22, 26, 27, 29, 30"
251346,2,77,100,24/30,"13, 18, 22, 28, 29, 30"
251352,3,77,100,24/30,"11, 15, 19, 22, 29, 30"
251355,1,55,100,18/30,"7, 12, 14, 15, 19, 20, 21, 22, 27, 28, 29, 30"
251356,2,80,100,25/30,"14, 20, 22, 28, 30"
251361,2,42,100,14/30,"3, 9, 10, 11, 13, 15, 18, 20, 21, 22, 23, 26, 27, 28, 29, 30"
251367,2,69,100,22/30,"13, 15, 18, 20, 22, 28, 29, 30"
251370,2,77,100,24/30,"5, 21, 22, 28, 29, 30"
251381,2,78,100,24/30,"9, 11, 12, 22, 23, 30"
251383,2,85,100,26/30,"8, 20, 28, 30"
251386,2,73,100,23/30,"15, 20, 22, 25, 28, 29, 30"
251390,3,63,100,20/30,"9, 13, 15, 19, 21, 22, 26, 27, 29, 30"
251392,2,88,100,27/30,"21, 22, 30"
251393,2,96,100,29/30,14
251394,1,72,100,23/30,"14, 15, 20, 21, 22, 28, 30"
251395,1,55,100,18/30,"5, 10, 12, 13, 14, 15, 18, 19, 20, 21, 22, 30"
251397,2,69,100,22/30,"9, 15, 21, 22, 25, 28, 29, 30"
251398,3,70,100,22/30,"4, 10, 21, 22, 26, 28, 29, 30"
251399,2,88,100,27/30,"22, 28, 30"
251402,3,80,100,25/30,"13, 20, 22, 28, 30"
251404,1,80,100,25/30,"14, 15, 20, 21, 22"
251406,2,76,100,23/30,"5, 18, 19, 21, 25, 28, 30"
251407,2,84,100,26/30,"22, 28, 29, 30"
251408,2,72,100,23/30,"11, 14, 15, 20, 22, 28, 30"
251415,2,92,100,28/30,"14, 28"
251416,2,76,100,24/30,"12, 21, 22, 28, 29, 30"
251419,1,57,100,19/30,"9, 10, 12, 13, 14, 15, 18, 20, 21, 22, 30"
251420,2,81,100,25/30,"13, 19, 22, 28, 30"
251424,3,66,100,21/30,"4, 14, 15, 20, 21, 22, 27, 29, 30"
251427,1,85,100,26/30,"14, 18, 22, 30"
251428,1,80,100,25/30,"13, 20, 21, 29, 30"
251429,1,64,100,21/30,"11, 13, 14, 15, 20, 21, 22, 29, 30"
251430,3,61,100,20/30,"4, 9, 14, 15, 20, 21, 22, 28, 29, 30"
251431,1,0,100,0/30,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30"
251433,2,81,100,25/30,"14, 22, 25, 28, 29"
251441,2,52,100,17/30,"12, 13, 14, 15, 20, 21, 22, 23, 25, 27, 28, 29, 30"
251442,1,70,100,22/30,"11, 15, 21, 22, 25, 27, 28, 30"
251446,2,61,100,20/30,"11, 12, 15, 20, 21, 22, 27, 28, 29, 30"
251447,3,61,100,20/30,"9, 12, 13, 15, 18, 20, 21, 28, 29, 30"
251448,2,71,100,22/30,"9, 13, 21, 22, 23, 26, 28, 30"
251450,2,70,100,22/30,"12, 14, 15, 21, 22, 23, 28, 30"
251452,2,85,100,26/30,"19, 22, 28, 30"
251454,2,88,100,27/30,"14, 15, 30"
251457,2,76,100,24/30,"12, 14, 20, 22, 28, 30"
251460,2,76,100,24/30,"14, 15, 22, 28, 29, 30"
251465,2,73,100,23/30,"15, 19, 20, 21, 22, 29, 30"
251467,1,58,100,19/30,"4, 11, 12, 13, 16, 20, 21, 22, 28, 29, 30"
251473,2,80,100,25/30,"14, 15, 20, 28, 30"
251475,2,83,100,25/30,"15, 18, 19, 24, 30"
251482,2,73,100,23/30,"4, 13, 20, 21, 22, 29, 30"
251487,2,73,100,23/30,"13, 14, 18, 20, 22, 28, 30"
251491,2,68,100,21/30,"13, 15, 17, 20, 21, 23, 25, 29, 30"
251501,1,51,100,17/30,"4, 9, 10, 13, 15, 18, 20, 21, 22, 27, 28, 29, 30"
251504,2,72,100,23/30,"10, 13, 14, 20, 21, 22, 30"
251505,2,65,100,21/30,"3, 12, 15, 20, 21, 22, 28, 29, 30"
251509,3,71,100,22/30,"4, 18, 21, 22, 27, 28, 29, 30"
251512,1,63,100,20/30,"4, 13, 14, 15, 18, 20, 21, 22, 25, 30"
251514,1,13,100,5월 30일,"2, 3, 4, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 24, 26, 27, 28, 29, 30"
251521,2,68,100,22/30,"13, 14, 15, 21, 22, 28, 29, 30"
251523,1,66,100,21/30,"13, 14, 15, 18, 19, 20, 22, 28, 30"
251524,3,63,100,20/30,"4, 13, 14, 15, 18, 19, 20, 22, 28, 30"
