수험번호,과목코드,총점,만점,정답수,오답번호
251272,13,42,50,17/20,"5, 11, 18"
251272,19,32,50,14/20,"9, 10, 11, 14, 15, 20"
251276,22,42,50,17/20,"9, 16, 17"
251276,26,36,50,15/20,"8, 12, 16, 18, 20"
251277,18,47,50,19/20,14
251277,19,44,50,18/20,"10, 20"
251282,20,29,50,12월 20일,"8, 10, 11, 12, 13, 17, 19, 20"
251282,23,29,50,13/20,"4, 14, 15, 16, 18, 19, 20"
251283,19,32,50,13/20,"1, 10, 15, 16, 17, 19, 20"
251283,20,15,50,6월 20일,"1, 5, 6, 7, 8, 10, 11, 12, 14, 15, 16, 17, 18, 20"
251284,18,45,50,18/20,"14, 18"
251284,19,44,50,18/20,"14, 20"
251285,19,47,50,19/20,15
251285,23,44,50,18/20,"14, 16"
251286,14,44,50,18/20,"16, 19"
251286,19,33,50,14/20,"9, 10, 11, 15, 19, 20"
251294,11,50,50,20/20,없음
251294,12,34,50,14/20,"7, 9, 14, 16, 18, 20"
251297,11,44,50,18/20,"5, 15"
251297,19,38,50,16/20,"9, 14, 17, 20"
251305,14,45,50,18/20,"3, 13"
251305,19,47,50,19/20,14
251308,19,47,50,19/20,20
251308,23,41,50,17/20,"11, 14, 18"
251309,11,50,50,20/20,없음
251309,19,44,50,18/20,"9, 15"
251311,11,43,50,17/20,"5, 12, 13"
251311,19,41,50,17/20,"9, 14, 15"
251312,11,39,50,16/20,"1, 5, 11, 15"
251312,19,38,50,16/20,"11, 14, 17, 20"
251315,18,50,50,20/20,없음
251315,19,50,50,20/20,없음
251320,20,41,50,16/20,"4, 12, 19, 20"
251320,23,48,50,19/20,12
251322,22,31,50,13/20,"2, 4, 12, 13, 14, 17, 19"
251322,23,35,50,14/20,"8, 12, 17, 18, 19, 20"
251323,11,50,50,20/20,없음
251323,23,47,50,19/20,18
251326,22,45,50,18/20,"4, 17"
251326,23,47,50,19/20,14
251328,11,47,50,19/20,5
251328,19,44,50,18/20,"10, 20"
251335,13,47,50,19/20,3
251335,19,41,50,17/20,"10, 11, 20"
251346,21,47,50,19/20,12
251346,23,40,50,16/20,"1, 4, 12, 16"
251352,19,44,50,18/20,"10, 20"
251352,23,44,50,18/20,"14, 18"
251355,11,44,50,18/20,"10, 11"
251355,19,41,50,17/20,"11, 14, 20"
251356,19,47,50,19/20,15
251356,23,44,50,18/20,"18, 19"
251361,11,31,50,13/20,"5, 9, 11, 12, 13, 15, 20"
251361,19,16,50,8월 20일,"3, 4, 5, 7, 8, 9, 10, 11, 14, 15, 17, 20"
251367,19,38,50,16/20,"8, 14, 15, 20"
251367,26,42,50,17/20,"13, 16, 19"
251370,16,34,50,14/20,"7, 11, 14, 15, 16, 19"
251370,23,33,50,14/20,"4, 14, 17, 18, 19, 20"
251381,20,46,50,18/20,"12, 14"
251381,23,50,50,20/20,없음
251383,20,36,50,15/20,"9, 12, 17, 18, 19"
251383,23,45,50,18/20,"1, 14"
251386,19,37,50,15/20,"2, 3, 10, 15, 20"
251386,23,34,50,14/20,"3, 4, 11, 13, 14, 18"
251390,13,45,50,18/20,"10, 12"
251390,19,38,50,16/20,"5, 10, 11, 20"
251392,21,47,50,19/20,20
251392,22,47,50,19/20,19
251393,20,41,50,16/20,"3, 12, 16, 20"
251393,26,44,50,18/20,"13, 18"
251394,11,50,50,20/20,없음
251394,19,44,50,18/20,"11, 15"
251395,16,41,50,17/20,"5, 7, 17"
251395,19,44,50,18/20,"15, 20"
251397,22,39,50,16/20,"13, 16, 17, 19"
251397,23,47,50,19/20,18
251398,13,44,50,18/20,"10, 19"
251398,18,45,50,18/20,"12, 13"
251399,22,38,50,16/20,"11, 13, 16, 19"
251399,23,50,50,20/20,없음
251402,13,50,50,20/20,없음
251402,19,50,50,20/20,없음
251404,17,47,50,19/20,15
251404,18,50,50,20/20,없음
251406,20,46,50,18/20,"4, 12"
251406,23,47,50,19/20,14
251407,22,47,50,19/20,4
251407,23,47,50,19/20,14
251408,11,50,50,20/20,없음
251408,19,41,50,17/20,"9, 14, 15"
251415,21,33,50,14/20,"7, 10, 14, 18, 19, 20"
251415,22,47,50,19/20,16
251416,20,37,50,15/20,"12, 16, 17, 19, 20"
251416,23,41,50,17/20,"14, 15, 20"
251419,13,36,50,15/20,"10, 11, 17, 18, 19"
251419,14,40,50,16/20,"1, 3, 8, 13"
251420,20,37,50,15/20,"6, 12, 13, 17, 20"
251420,22,40,50,16/20,"9, 14, 17, 19"
251424,11,50,50,20/20,없음
251424,19,47,50,19/20,15
251427,19,44,50,18/20,"15, 20"
251427,23,47,50,19/20,15
251428,11,47,50,19/20,15
251428,19,41,50,17/20,"10, 14, 15"
251429,11,48,50,19/20,4
251429,19,42,50,17/20,"14, 15, 18"
251431,13,42,50,17/20,"1, 10, 19"
251431,14,45,50,18/20,"3, 7"
251433,19,44,50,18/20,"11, 15"
251433,20,34,50,14/20,"12, 16, 17, 18, 19, 20"
251441,11,50,50,20/20,없음
251441,19,34,50,14/20,"2, 10, 11, 14, 15, 19"
251442,11,43,50,17/20,"6, 14, 16"
251442,13,47,50,19/20,19
251446,19,44,50,18/20,"8, 10"
251446,23,47,50,19/20,14
251447,19,47,50,19/20,20
251447,23,33,50,14/20,"11, 12, 15, 16, 19, 20"
251448,18,45,50,18/20,"7, 12"
251448,19,47,50,19/20,15
251450,11,50,50,20/20,없음
251450,19,42,50,17/20,"3, 10, 14"
251452,18,45,50,18/20,"8, 14"
251452,19,50,50,20/20,없음
251454,22,39,50,16/20,"2, 16, 17, 19"
251454,23,43,50,17/20,"11, 12, 13"
251457,19,42,50,17/20,"3, 15, 20"
251457,23,45,50,18/20,"12, 14"
251460,20,29,50,12월 20일,"4, 6, 10, 12, 16, 17, 19, 20"
251460,23,39,50,16/20,"14, 17, 18, 20"
251465,20,36,50,15/20,"12, 13, 17, 18, 19"
251465,23,42,50,17/20,"11, 13, 14"
251467,11,50,50,20/20,없음
251467,19,47,50,19/20,15
251473,22,45,50,18/20,"12, 17"
251473,23,47,50,19/20,18
251475,22,45,50,18/20,"17, 19"
251475,23,50,50,20/20,없음
251482,20,32,50,13/20,"11, 12, 15, 16, 17, 19, 20"
251482,23,35,50,14/20,"1, 4, 12, 13, 19, 20"
251487,18,38,50,15/20,"8, 14, 15, 17, 19"
251487,19,35,50,15/20,"9, 10, 11, 14, 15"
251491,11,47,50,19/20,11
251491,19,41,50,17/20,"8, 15, 20"
251501,11,44,50,18/20,"5, 15"
251501,18,37,50,14/20,"6, 11, 12, 15, 18, 19"
251504,22,44,50,18/20,"12, 19"
251504,23,47,50,19/20,14
251505,22,39,50,16/20,"9, 12, 13, 17"
251505,23,36,50,15/20,"1, 15, 18, 19, 20"
251509,19,41,50,17/20,"5, 8, 15"
251509,22,39,50,16/20,"9, 12, 17, 19"
251512,13,48,50,19/20,8
251512,14,50,50,20/20,없음
251514,11,50,50,20/20,없음
251514,19,36,50,15/20,"9, 14, 15, 19, 20"
251521,13,31,50,13/20,"6, 8, 10, 15, 17, 18, 19"
251521,19,41,50,17/20,"14, 15, 20"
251523,11,44,50,18/20,"9, 11"
251523,19,21,50,9월 20일,"4, 7, 9, 10, 11, 12, 13, 14, 15, 19, 20"
251524,22,43,50,17/20,"12, 15, 17"
251524,23,41,50,17/20,"11, 14, 18"
