수험번호,과목코드,총점,만점,정답수,오답번호
251283,1,27,50,11월 20일,"2, 6, 8, 9, 10, 12, 16, 19, 20"
251284,1,18,50,8월 20일,"3, 4, 7, 8, 9, 10, 11, 12, 14, 16, 19, 20"
251285,1,33,50,14/20,"5, 8, 14, 15, 16, 19"
251286,1,17,50,6월 20일,"1, 2, 3, 4, 5, 6, 8, 10, 13, 16, 17, 18, 19, 20"
251294,1,32,50,13/20,"3, 8, 9, 15, 16, 19, 20"
251297,1,6,50,3월 20일,"2, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
251305,1,25,50,10월 20일,"3, 4, 6, 7, 9, 13, 16, 17, 19, 20"
251308,1,30,50,12월 20일,"1, 5, 8, 12, 16, 17, 18, 19"
251309,1,9,50,4월 20일,"1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 14, 15, 16, 17, 18, 19"
251311,1,22,50,9월 20일,"6, 7, 8, 9, 10, 12, 13, 14, 15, 17, 20"
251312,1,18,50,7월 20일,"2, 3, 5, 6, 7, 8, 9, 10, 13, 16, 17, 18, 19"
251315,1,40,50,16/20,"5, 8, 14, 20"
251320,1,32,50,13/20,"1, 2, 9, 12, 16, 19, 20"
251322,1,28,50,11월 20일,"3, 4, 6, 8, 14, 15, 18, 19, 20"
251323,1,23,50,9월 20일,"1, 2, 3, 5, 8, 9, 13, 14, 16, 19, 20"
251326,1,27,50,12월 20일,"4, 5, 8, 9, 14, 15, 16, 19"
251328,1,38,50,15/20,"2, 9, 16, 17, 20"
251335,1,31,50,12월 20일,"2, 3, 5, 6, 8, 9, 15, 20"
251346,1,37,50,15/20,"8, 12, 14, 15, 20"
251352,1,27,50,11월 20일,"1, 4, 5, 8, 13, 14, 15, 19, 20"
251355,1,13,50,6월 20일,"4, 5, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20"
251356,1,39,50,16/20,"8, 12, 14, 16"
251361,1,23,50,9월 20일,"3, 4, 6, 8, 9, 10, 11, 12, 18, 19, 20"
251367,1,21,50,9월 20일,"2, 5, 6, 8, 9, 12, 14, 15, 16, 19, 20"
251370,1,19,50,7월 20일,"2, 3, 4, 5, 6, 8, 13, 14, 16, 17, 18, 19, 20"
251381,1,31,50,12월 20일,"1, 2, 3, 5, 8, 12, 16, 20"
251383,1,40,50,16/20,"8, 9, 12, 20"
251386,1,25,50,11월 20일,"4, 7, 9, 12, 14, 16, 18, 19, 20"
251390,1,16,50,7월 20일,"3, 4, 8, 9, 10, 12, 14, 15, 16, 17, 18, 19, 20"
251392,1,27,50,11월 20일,"2, 4, 5, 7, 8, 12, 16, 17, 20"
251393,1,35,50,14/20,"1, 8, 10, 14, 19, 20"
251394,1,39,50,16/20,"5, 15, 16, 20"
251395,1,44,50,18/20,"9, 16"
251397,1,37,50,15/20,"1, 4, 8, 9, 14"
251398,1,0,50,0/20,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
251399,1,42,50,17/20,"12, 14, 20"
251404,1,31,50,13/20,"4, 5, 8, 14, 16, 19, 20"
251406,1,45,50,18/20,"12, 20"
251407,1,16,50,6월 20일,"1, 3, 4, 5, 6, 7, 11, 12, 13, 15, 17, 18, 19, 20"
251415,1,19,50,8월 20일,"3, 5, 6, 7, 8, 10, 12, 14, 16, 18, 19, 20"
251416,1,37,50,15/20,"4, 8, 15, 16, 20"
251419,1,13,50,6월 20일,"4, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20"
251420,1,29,50,11월 20일,"2, 3, 8, 9, 12, 17, 18, 19, 20"
251424,1,27,50,11월 20일,"2, 5, 8, 9, 13, 14, 16, 19, 20"
251427,1,40,50,16/20,"4, 8, 15, 20"
251428,1,34,50,14/20,"5, 15, 16, 17, 19, 20"
251429,1,25,50,10월 20일,"1, 4, 5, 7, 8, 11, 12, 15, 17, 20"
251430,1,31,50,13/20,"4, 5, 8, 12, 14, 19, 20"
251431,1,26,50,10월 20일,"1, 2, 5, 8, 11, 12, 13, 16, 17, 19"
251433,1,21,50,9월 20일,"1, 2, 4, 7, 12, 14, 15, 16, 18, 19, 20"
251441,1,15,50,7월 20일,"2, 4, 5, 6, 7, 9, 10, 12, 14, 16, 17, 19, 20"
251442,1,21,50,9월 20일,"3, 5, 6, 9, 12, 14, 15, 16, 17, 19, 20"
251446,1,30,50,12월 20일,"2, 3, 4, 5, 8, 12, 16, 18"
251447,1,24,50,10월 20일,"3, 4, 5, 6, 8, 10, 15, 16, 18, 19"
251448,1,20,50,8월 20일,"2, 3, 4, 5, 7, 8, 9, 12, 13, 16, 17, 20"
251450,1,25,50,10월 20일,"2, 3, 4, 5, 8, 12, 13, 14, 19, 20"
251452,1,26,50,10월 20일,"2, 3, 4, 8, 13, 14, 16, 18, 19, 20"
251454,1,34,50,14/20,"2, 4, 8, 10, 16, 19"
251457,1,36,50,15/20,"8, 9, 10, 14, 19"
251460,1,34,50,14/20,"5, 8, 9, 12, 16, 17"
251465,1,35,50,14/20,"2, 5, 8, 12, 15, 20"
251467,1,42,50,17/20,"12, 19, 20"
251473,1,40,50,16/20,"2, 15, 16, 20"
251475,1,35,50,14/20,"1, 8, 10, 14, 16, 20"
251482,1,28,50,12월 20일,"3, 5, 7, 11, 14, 15, 16, 19"
251487,1,33,50,13/20,"2, 4, 5, 8, 9, 17, 20"
251491,1,23,50,10월 20일,"1, 4, 5, 8, 9, 10, 12, 16, 19, 20"
251501,1,33,50,14/20,"5, 9, 10, 14, 16, 17"
251504,1,48,50,19/20,8
251505,1,20,50,8월 20일,"2, 3, 8, 9, 12, 13, 14, 15, 16, 17, 19, 20"
251512,1,24,50,10월 20일,"2, 4, 5, 6, 9, 10, 14, 16, 17, 20"
251514,1,29,50,12월 20일,"2, 4, 5, 9, 12, 15, 17, 20"
251521,1,26,50,11월 20일,"2, 4, 5, 8, 10, 14, 16, 19, 20"
251523,1,35,50,14/20,"8, 9, 12, 16, 18, 20"
251524,1,33,50,13/20,"2, 4, 8, 16, 18, 19, 20"
