수험번호,과목코드,총점,만점,정답수,오답번호
251448.0,1.0,67,100,31/45,"3, 21, 23, 24, 25, 31, 32, 34, 35, 36, 37, 39, 40, 42"
251450.0,1.0,82,100,37/45,"2, 30, 31, 32, 33, 34, 38, 40"
251452.0,1.0,76,100,36/45,"21, 23, 24, 30, 31, 33, 34, 37, 39"
251454.0,1.0,87,100,40/45,"11, 32, 34, 39, 41"
251460.0,1.0,85,100,39/45,"24, 26, 29, 33, 37, 42"
251465.0,1.0,90,100,41/45,"21, 34, 36, 40"
251467.0,1.0,92,100,42/45,"36, 37, 39"
251473.0,1.0,100,100,45/45,없음
251475.0,1.0,90,100,41/45,"5, 27, 33, 39"
251482.0,1.0,65,100,30/45,"6, 7, 13, 21, 22, 23, 29, 31, 33, 36, 38, 39, 40, 41, 43"
251487.0,1.0,82,100,38/45,"21, 31, 34, 36, 37, 38, 39"
251491.0,1.0,90,100,41/45,"4, 37, 39, 41"
251501.0,1.0,83,100,38/45,"21, 23, 31, 32, 34, 36, 41"
251504.0,1.0,94,100,43/45,"33, 37"
251505.0,1.0,79,100,36/45,"12, 21, 32, 34, 36, 38, 39, 41, 45"
251512.0,1.0,88,100,40/45,"32, 34, 37, 40, 42"
251514.0,1.0,97,100,44/45,34
251517.0,1.0,55,100,26/45,"5, 6, 7, 11, 12, 14, 21, 22, 24, 26, 29, 30, 31, 33, 36, 37, 39, 41, 44"
251521.0,1.0,84,100,39/45,"21, 32, 33, 34, 36, 39"
251523.0,1.0,69,100,33/45,"11, 21, 23, 33, 34, 35, 36, 37, 38, 39, 40, 43"
251524.0,1.0,92,100,42/45,"33, 34, 42"
254333.0,1.0,78,100,36/45,"5, 21, 24, 29, 33, 34, 35, 38, 40"
