수험번호,과목코드,총점,만점,정답수,오답번호
251232,1,84,100,39/45,"21, 23, 31, 33, 36, 37"
251236,1,73,100,34/45,"21, 23, 24, 30, 32, 33, 34, 36, 38, 39, 41"
251238,1,58,100,28/45,"14, 18, 21, 23, 29, 30, 31, 32, 33, 34, 35, 37, 38, 39, 40, 44, 45"
251242,1,77,100,36/45,"23, 31, 32, 33, 34, 36, 37, 39, 41"
251244,1,95,100,43/45,"36, 37"
251247,1,72,100,33/45,"1, 21, 29, 31, 32, 33, 34, 35, 36, 40, 41, 42"
251248,1,71,100,33/45,"6, 23, 29, 32, 33, 34, 35, 36, 37, 38, 40, 41"
251253,1,77,100,36/45,"6, 21, 23, 24, 31, 33, 34, 36, 39"
251259,1,76,100,35/45,"5, 6, 21, 29, 31, 32, 34, 35, 36, 39"
251261,1,86,100,40/45,"23, 34, 36, 37, 39"
251263,1,61,100,29/45,"9, 10, 11, 12, 14, 15, 24, 29, 31, 32, 33, 34, 35, 36, 37, 38"
251268,1,52,100,23/45,"5, 6, 11, 12, 17, 21, 24, 25, 26, 27, 30, 31, 33, 35, 37, 38, 40, 41, 42, 43, 44, 45"
251269,1,84,100,38/45,"5, 23, 31, 34, 36, 41, 42"
251270,1,61,100,28/45,"1, 5, 21, 23, 24, 32, 33, 34, 36, 37, 38, 40, 41, 42, 43, 44, 45"
251272,1,66,100,31/45,"1, 14, 20, 21, 23, 30, 31, 32, 33, 34, 36, 37, 38, 41"
251274,1,78,100,36/45,"23, 29, 31, 32, 33, 35, 38, 39, 41"
251277,1,87,100,40/45,"5, 21, 34, 35, 39"
251282,1,79,100,37/45,"1, 20, 21, 29, 30, 33, 37, 39"
251283,1,63,100,29/45,"7, 9, 23, 24, 28, 29, 31, 32, 34, 37, 38, 39, 40, 41, 42, 44"
251284,1,84,100,39/45,"21, 24, 29, 33, 37, 40"
251285,1,85,100,39/45,"29, 31, 33, 37, 38, 42"
251286,1,63,100,30/45,"1, 11, 21, 22, 23, 29, 32, 33, 34, 35, 36, 38, 39, 40, 41"
251294,1,78,100,36/45,"5, 12, 20, 21, 33, 36, 37, 38, 39"
251297,1,64,100,30/45,"6, 11, 13, 21, 22, 23, 24, 31, 32, 33, 34, 35, 36, 37, 38"
251305,1,84,100,39/45,"12, 21, 29, 32, 33, 34"
251308,1,85,100,40/45,"21, 23, 33, 37, 39"
251309,1,68,100,31/45,"1, 5, 21, 23, 26, 29, 32, 34, 35, 36, 38, 40, 41, 42"
251311,1,70,100,33/45,"2, 21, 22, 29, 31, 32, 33, 34, 36, 37, 39, 40"
251312,1,71,100,33/45,"21, 23, 31, 32, 34, 35, 36, 37, 38, 39, 40, 41"
251315,1,78,100,37/45,"21, 23, 29, 33, 35, 36, 37, 39"
251321,1,92,100,42/45,"13, 34, 39"
251322,1,75,100,35/45,"5, 23, 29, 31, 32, 34, 35, 37, 39, 40"
251323,1,72,100,34/45,"5, 21, 23, 29, 30, 31, 32, 33, 34, 36, 39"
251324,1,77,100,36/45,"11, 29, 31, 33, 34, 36, 37, 40, 42"
251326,1,86,100,40/45,"21, 23, 31, 34, 37"
251328,1,80,100,37/45,"5, 29, 31, 34, 35, 37, 38, 39"
251335,1,87,100,40/45,"33, 37, 39, 40, 42"
251341,1,63,100,29/45,"1, 6, 12, 21, 24, 26, 29, 31, 32, 33, 35, 36, 37, 39, 41, 42"
251346,1,82,100,38/45,"21, 30, 34, 36, 37, 38, 39"
251352,1,72,100,33/45,"18, 19, 20, 21, 31, 32, 33, 34, 35, 37, 38, 42"
251355,1,66,100,30/45,"6, 19, 21, 24, 29, 31, 32, 34, 35, 36, 38, 39, 40, 41, 42"
251356,1,78,100,36/45,"5, 6, 23, 31, 33, 34, 39, 40, 42"
251361,1,73,100,34/45,"5, 16, 21, 23, 30, 31, 32, 33, 34, 39, 40"
251367,1,74,100,35/45,"5, 21, 23, 29, 32, 33, 34, 36, 37, 40"
251370,1,73,100,33/45,"6, 12, 24, 29, 30, 31, 32, 34, 36, 37, 38, 41"
251381,1,74,100,35/45,"21, 23, 29, 31, 33, 34, 36, 38, 39, 44"
251383,1,87,100,40/45,"21, 23, 34, 36, 42"
251386,1,77,100,36/45,"21, 23, 24, 31, 33, 34, 35, 38, 39"
251390,1,80,100,37/45,"21, 24, 29, 32, 35, 36, 37, 39"
251392,1,87,100,40/45,"23, 31, 34, 35, 39"
251393,1,90,100,41/45,"12, 34, 36, 37"
251394,1,72,100,34/45,"21, 23, 28, 31, 33, 34, 36, 37, 39, 40, 44"
251395,1,79,100,37/45,"21, 31, 33, 34, 36, 37, 39, 40"
251397,1,74,100,35/45,"21, 23, 29, 32, 33, 34, 36, 39, 40, 41"
251398,1,94,100,43/45,"34, 39"
251399,1,81,100,38/45,"21, 29, 33, 34, 36, 37, 40"
251402,1,83,100,38/45,"23, 30, 31, 33, 35, 36, 37"
251404,1,88,100,41/45,"21, 29, 33, 34"
251406,1,94,100,43/45,"21, 39"
251407,1,84,100,39/45,"21, 32, 33, 37, 39, 41"
251408,1,73,100,34/45,"6, 23, 24, 29, 32, 33, 34, 36, 38, 39, 40"
251415,1,91,100,42/45,"34, 37, 39"
251416,1,83,100,38/45,"31, 33, 34, 38, 39, 40, 44"
251419,1,80,100,37/45,"7, 21, 31, 32, 33, 34, 37, 38"
251420,1,94,100,43/45,"34, 37"
251424,1,97,100,44/45,39
251427,1,78,100,35/45,"5, 31, 33, 35, 36, 37, 38, 40, 41, 43"
251428,1,75,100,35/45,"5, 21, 23, 31, 32, 33, 34, 37, 38, 42"
251429,1,77,100,36/45,"6, 23, 29, 32, 33, 34, 35, 38, 39"
251430,1,77,100,35/45,"9, 10, 11, 12, 24, 32, 36, 37, 39, 41"
251431,1,75,100,35/45,"23, 24, 29, 31, 33, 35, 37, 38, 39, 41"
251441,1,77,100,36/45,"21, 29, 30, 31, 33, 37, 38, 39, 40"
251442,1,76,100,36/45,"21, 29, 32, 33, 34, 36, 37, 39, 41"
251446,1,97,100,44/45,39
251447,1,69,100,33/45,"21, 23, 29, 30, 31, 32, 33, 34, 37, 38, 39, 42"
251448,1,67,100,31/45,"3, 21, 23, 24, 25, 31, 32, 34, 35, 36, 37, 39, 40, 42"
251450,1,82,100,37/45,"2, 30, 31, 32, 33, 34, 38, 40"
251452,1,76,100,36/45,"21, 23, 24, 30, 31, 33, 34, 37, 39"
251454,1,87,100,40/45,"11, 32, 34, 39, 41"
251460,1,85,100,39/45,"24, 26, 29, 33, 37, 42"
251465,1,90,100,41/45,"21, 34, 36, 40"
251467,1,92,100,42/45,"36, 37, 39"
251473,1,100,100,45/45,__
251475,1,90,100,41/45,"5, 27, 33, 39"
251482,1,65,100,30/45,"6, 7, 13, 21, 22, 23, 29, 31, 33, 36, 38, 39, 40, 41, 43"
251487,1,82,100,38/45,"21, 31, 34, 36, 37, 38, 39"
251491,1,90,100,41/45,"4, 37, 39, 41"
251501,1,83,100,38/45,"21, 23, 31, 32, 34, 36, 41"
251504,1,94,100,43/45,"33, 37"
251505,1,79,100,36/45,"12, 21, 32, 34, 36, 38, 39, 41, 45"
251512,1,88,100,40/45,"32, 34, 37, 40, 42"
251514,1,97,100,44/45,34
251517,1,55,100,26/45,"5, 6, 7, 11, 12, 14, 21, 22, 24, 26, 29, 30, 31, 33, 36, 37, 39, 41, 44"
251521,1,84,100,39/45,"21, 32, 33, 34, 36, 39"
251523,1,69,100,33/45,"11, 21, 23, 33, 34, 35, 36, 37, 38, 39, 40, 43"
251524,1,92,100,42/45,"33, 34, 42"
254333,1,78,100,36/45,"5, 21, 24, 29, 33, 34, 35, 38, 40"
